content,Tampilan,Autentikasi,Transaksi
Apknya susah mau transfer Setiap mau transfer dari kemarin gagal trus lbih senang bni mobile banking cepat,,,Negative
Sayang tidak ada menu tarik tunai tanpa kartu,,,Negative
Tambah menu setor tarik nya kak biar lebih mudah lagi kak makasih ya 🙏,,,Positive
Segera apgret transaksi tarik tunai tanpa kartu mblo,,,Positive
"Gak ada fungsinya sama aja kayak mbangking,,,gak ada promo promonya malah lebih ribet verifikasi wajahlah fhoto ktp,,buat apa beginian kalau fiturnya sama ngabisin memory kurang kerjaan,gak jelas!",,Negative,
"Selalu gagal di verifikasi wajah , apa coba maksudnya, dekat salah jauh salah",,Negative,
Aplikasi ny bad sekali masak setiap mau login apa lagi mau download ulang harus login otp verifikasi KTP dan wajah....sy lebih suka pake e wallet sebenarnya dri pd wonder,,Negative,
Ribet setiap masuk apk nya harus verifikasi,,Negative,
"Sangat mengecewakan!!!! Produk baru BNI Biasanya membeli listrik lewat mobile banking BNI trnyata sudah di gantikan lewat wondr Beli 500.000 transaksi gagal tp uang terpotong dan tidak di kembalikan!! Tidak seperti ATM, bila transaksi gagal lgsg di kembalikan Tlp operator dunk, baru akan proses pengembalian 5 hari kerja Bayangkan klo g tlp operator mgkin g balik itu duit, n nunggu 5 hari kerja Token listrik udah mau mati.... 500.000 penting loh buat orang kecil..",,,Negative
"Bintang 3 dulu , untuk login kadang selalu gangguan apalgi untuk transfer padahal jaringan dan sinyal sangat bangus. Untung saya masih pakai BNI mobile bangking lama jadi masih bisa transaksi... Semoga segera dieprbaiki lagi Aplikasinya. Trm",,Negative,Negative
"Fitur tidak lengkap, tarik tunai tanpa kartu tidak ada, aplikasi yg dulu ada..",,,Negative
"Ribet pakai ginian, mending lu update bni aq daripada buat aplikasi tambahan ga guna kekgini, ngeribetin customer, mau bayar token ae harus pake ini, gila ape mending pindah ke yg lain",,,Negative
"Udah punya akun CC ,lupa password 3x masukin suruh kaya awal lagi giliran ketika masukin email katanya email sudah terdaftar.. pake email lain suruh bikin rekening tabungan ..ah ga jelas dah",,Negative,Negative
"Susah verifikasi wajah,, aplikasi kurang nagus",,Negative,
Tolong pihak BNI transaksi beli bayar pulsa kok ga masuk error tau apa.. tlong diperbaiki lagi setiap pembeliannyaa yg jelas masuknya,,,Negative
"Mau beli pulsa, token listrik jadi ribet harus pake apk baru lagi. Udah nyaman di BNI dan sekarang pas lagi pakai wondr saldo tetap kemakan tapi pulsa gak masuk. Bingung reportnya kemana dah",,,Negative
"Gagal beli pulsa 300k, rekening dipotong, pulsa tak masuk, dan tidak dikembalikan. BNI gagap teknologi.",,,Negative
"Kenapa harus video call untuk verifikasinya? dan membutuhkan waktu yg lama pula untuk kemudian diangkat. Tujuan video call apa? apakah berjuta2 manusia di Indonesia yang install aplikasi ini wajib video call menunjukkan KTP? jadi mencurigakan, akan mudah sekali dong data kami diambil? Saya jadi ragu, sehingga saya uninstall aplikasi ini.",,Negative,
Pakai wondr cuma untuk trx kartu kredit bni doang. Karna gak punya rekening nya.,,,Negative
Tampilan lebih smooth dari aplikasi BNI mobile sebelumnya. Sayangnya fitur masih kurang lengkap. Untuk limit tolong dong di Up. Saya sudah bertransaksi melalui mobile banking sebesar 100 JT. Setelah mencoba di Wondr malah limit habis. Padahal di aplikasi mobile masih bisa.,Positive,,Negative
"Knp susah sekali masuk aplikasi pdahal smua sdh oke,tgl verifikasi email tp tdk di kirim2 kode OTPx.. menyebalkan.!",,Negative,
"katanya hubungi agen utk verifikasi, tapi saya tlp berkali kali tidak ada respon sama skali, saya masuk daftar tunggu 3 menitan ini sekitar 10 kali tapi tetap tdk bisa di hubungi, sedangkan sy butuh utk pembelian token listrik krn di Mbankin sudah gak bisa, di alihkan ke wondr tapi sistemnya kayaknya begitu, tdk praktis sama sekali😡",,Negative,
"Mba saya mau beli token listrik diahlikan ke sini nyusahin aja pake 2 apk BNI , pas verifikasi video call ngak bisa padahal udah pake wifi sama internet mohon bantuannya jangan mempersulit nasabah",,Negative,
Terimakasih atas responnya yang cepat min jadi permasalahannya saya ingin menggunakan device lain. Nah di device yang lain ini perlu memasukkan data lagi seperti KTP dari awal kenapa tidak langsung password no rek atau apa gitu? Kenapa malah jadi kayak daftar ulang terus wondrnya jadi tidak menanggapi setelah saya beri KTP barunya,,Negative,Negative
Keren si. Tapi ini saya ada kendala saat login. Login pertama ada gangguan Login kedua disuruh besok. Apa ga pukimakk kali. Ini lagi butuh kali... Geram nya akuuuu!!!,Positive,Negative,
Sistem buruk sekali. Sudah verifikasi wajah. Disuruh untuk video call. Adminnya gak jawab-jawab. Padahal saya mah cuma bayar listrik doang. Kenapa sih bayar listrik pake aplikasi yang kepisah seperti ini? Menyulitkan nasabah banget.,,Negative,Negative
"Pas daftar terkendala di verifikasi wajah dan saat vidio call sama agen selalu saja tidak bisa dan tiba tiba keluar sendiri padahal internet saya sangat stabil,tolong di perbaiki lahh",,Negative,
"Dari kemaren malam bni mobile banking ga bisa diakses. Siang ini br bisa, tetapi transaksi token pln diarahkan ke wondr. Jadilah install wondr. Semua sdh dilaksanakan sesuai arahan, giliran perlu menelpon agen ampe 20 menitan ga ada angkat2. Jd progress install ga bs dilanjutkan. Sia sia. Buang2 waktu, dan bukannya mempermudah. Mau daftar melalui CS di bank. Beuh antriannya. Maunya apa sih BNI? Klo app blm siap, jangan dipaksa customernya alih app. Kecewa!",,Negative,Negative
Lebih lengkap yg lama bisa cek transaksi keluar masuk serta saldonya dan bisa di download.. Smoga bs jd pertimbangan bni,,,Positive
"Applikasi ini gk jelas.di saya daftar lah gk bisa tedaftar.. Kendala nya disaat pengamilan gambar,,",,Negative,
"Aplikasi ga jelas, verifikasi KTP ditolak Mulu katanya kurang jelas pdhl sudah di tempat terang dan jarak sesuai yang diminta",,Negative,
wndr keren,Positive,,
min kenapa sudah selesai bikin account di suruh verifikasi gmail tidak dapat kode otp sudah 2hari di coba truss tidak dapat kode otp,,Negative,
"terlalu memaksa, udah enak² bni mobilebanking, di paksa pindah kesini krna sebagian transaksi harus di aplikasi ini",,,Negative
"Ui nya modern cuma tambahin fitur tarik tunai tanpa kartu,biar makin enak",Positive,,Positive
Sudah verifikasi kode otp di email sesuai yg dikirim sampe 6 x tetap salah,,Negative,
"Buka aplikasinya lama hampir 1 menit baru bisa masuk menu login,",,Negative,
"Kebanyakan aplikasi,harus nya pembayaran listrik bisa melalui mobile banking, sekarang harus download dulu ini aplikasi baru bukan nya mempermudah malah mempersulit",,,Negative
"Proses alih versi ke wonder cepat butuh kurang 10 menit. Langsung transaksi beli token, beres. Makasih BNI.",,,Positive
"Malah kebanyakan nomor rekening.. harus mengisi rekening biasa & rekening wondr :(,, saran aja, mending salah 1 saja bni, dioptimalkan 1 saja",,,Negative
"Login saja ribet , dadakan ambil dan foto KTP dan verifikasi wajah kayak pinjol saja 🤦🤦🤦",,Negative,
Belum gajian Potongan -16k Transfer msh admin Minimal spek kyk biru enak free TF 10x gak takut rugi,,,Negative
Ga ada fitur mobile tunai,,,Negative
"Code nya masuk nya lama,5 menitan masuk keburu kode nya reset",,Negative,
"Agak kesel dengan aplikasi ini, sudah daftar sampai nelpon agen wonder di aplikasinya. Selesai itu di kira sudah bisa masuk dan menggunakan aplikasinya, eehh ternyata keluar dari aplikasi pas dibuka lagi, ko harus daftar lagi keyak ke awal, sudah didaftarkan lagi katanya harus coba lagi karena terlalu banyak daftar. Gimana ini?? Masa harus daftar terus. Tolong ya di perbaiki lagi",,Negative,
"Sya ksih 4 bintang dlu min, soalnya di fiturnya ad yg msih kurang penarikan uang tampa atm gk ada min, klau apk yg lama lengkap, trus mnurut pribadi saya msih simple menggunakan apk yg lama karena mudah digunakan klau misalkn mau top up e wallet tinggi klik logo atau fitur nya tpi klau di apk woder by kita klik brpa kli dlu dan gk ad logo e wallet nya cuma pkek nma ajk trimakasih 🙏☺",Negative,,Negative
"Mau buka rekening taplus muda kok cuman di kasih opsi yg taplus reguler ya? Kalo di BNI Mobile ada opsi taplus muda, tapi terkendala terus.",,,Negative
Scan wajah sulit sampai setiap hari ku coba Ndak bisa njg,,Negative,
"Ini bank BNI lgi eror atau gmana kmarin saya transfer dri bank lain ke BNI kok ga masuk"" Padahal saldonya sudah berkurang",,,Negative
"Mana fitur debit online? Kok gak ada disini? Di apk bni nya crash terus, disini malah gak ada. Prioritaskan dong, buat transaksi online ke luar negeri jadi susah kalau begini",,,Negative
"Satu Kekurangan nya sewaktu Transaksi Tidak tercantum saldo akhir seperti mbanking lama, mohon kepada pihak pengembang agar di upgrade lagi aplikasi nya agar lebih memudahkan melihat saldo akhir ketika ada transaksi baik Masuk atau pun Transaksi keluar 🙏",,,Negative
Sulit untuk verifikasi wajah,,Negative,
Keren dan mudah,Positive,,
"kamu terlalu banyak mencoba, coba besok lagi kamu terlalu banyak mencoba, coba besok lagi kamu terlalu banyak mencoba, coba besok lagi Terus ngene sampek kiamat. Verifikasi sampek peng swidak ra berhasil... bank bank lain gk seperti ini. cok deh aplikasi wonder.",,Negative,
Bermasalah terus dengan proses perifikasi email,,Negative,
"Aplikasi blm lengkap, ngak ada fitur tarik tunai tanpa kartu",,,Negative
Kenapa kalo transaksi selalu gagal mohon penjelasanya,,,Negative
Brapa lama kta harus nunggu biar bisa login lagi d apk wonder.....soalnya yg akun kemarin sya sempat hapus akun wonder🙏🙏🙏,,Negative,
"Kalau bikin aplikasi yg bagusan dikit knp,buat daftar aj susah banget",,Negative,
Keren aplikasinya sangat membantu,Positive,,
Verifikasi nya lemot,,Negative,
"Susah daftar makin byk amplikasi dn mkin ribet ajah mau isi listrik dll g bs hrs pkai amplikasi ini tp daftar,e susah gk lolos trs bikin password gk bs trs gagal mulu",,Negative,
"Verifikasi wajah ribet udh sesuai instruksi masih gk bisa""",,Negative,
"Hapus saja aplikasi ini sangat membinggungkan lelet ketika transaksi dan menu tidak lengkap tranfer dana 10 tidak bisa diranfer minimal harus 20.000, lebih bagus aplikasi yg lama BNI BANKING,lengkap dan buka aplikasi cepat tampilan pun bagus yg lama ,tidak seperti tampilan wondr tidak menarik sama sekali😌😌😌",Negative,,Negative
"Kalau belum siap, gak usah launching apk baru. Nyusahin saja. Biasanya pake bni mobile lancar2 saja, pake ini susahnya loading minta ampun. Jaman digital gini perlu transaksi digital lewat apk yang praktis, jangan malah mundur kebelakang",,,Negative
"Susah sekli verifikasi wajah, kyak kurang serius bikin aplikasikannya..",,Negative,
Masih blm ada mobile tunia ya.. Sekelas BNI. Masa aplikasih m-banking nya tidak ada pilihan tarik tunai. Padahal penting bgt buat orang kaya saya yg suka lupa bawa atm,,,Negative
"Sumpah burukkkkkk banget untuk verifikasi wajah harus didekat kan lah kalau kamera dah burik apakah harus suruh beli hp lagi. Mohon lah BNI PERMUDAH HIDUP JANGAN DIPERSULIT AJAH, gw makin lama beralih bank ajah kalau seperti ini. Semua pakek verifikasi. Dahlah makin kagak jelas BNI.",,Negative,
Tolong untuk di upgrade lagi untuk transaksi tanpa kartu kalo di apk ini ngga bisa tapi kalo yg apk BNI lama bisa,,,Negative
"Di wondr by BNI ini tidak ada fitur setor tunai atau tarik tunai tanpa kartu, Jadi saya kembali lagi ke aplikasi Mobile BNI 🙏🏻",,,Negative
"Verifikasi wajah ga selesai"" , apa lagi ada batasnya, mending biarkan daftar ke cs langsung",,Negative,
"Aplikasi mbanking terburuk ,baru 1 kali masukan kode verifikasi,tapi gagal, kata nya sudah berulangkali gagal.",,Negative,
"Aplikasi busuk, selalu gagal kirim kode otp padahal kodenya sudah benar",,Negative,
"gx bisa verifikasi wajah, udah di coba puluhan kali beberapa hari",,Negative,
"Sy beri bintang 1 krn saat lupa pasword masuk, daftar dari awal tp saat sensor wajah selalu menolak, batasan kriterianya tdk jelas. Tundukan wajah berulang2 tp selalu tertolak. Saat butuh transaksi malahan disuruh ulang besok hari.",,Negative,Negative
"aplikasi tolol verifikasi wajah susah baanget....., biar apa coba",,Negative,
Susah sekali verifikasi email nya...,,Negative,
verifikasi wajah merepotkan sumpah,,Negative,
"Shrusnya pengguna aplikasi bni lama, lngsung login aja, kayak livin. Nggak perlu daftar lg, Bikin ribet aja.",,Negative,
Mantul. Di beranda bisa lihat history hanya dg sentuh nomor rekening. Bisa mengubah daftar nama favorit transfer dan disediakan 200 nama. Yg lainnya eksplor sendiri ya karena terkait PRIVASI. Matur Nuwun. Thx 4 BNI. All The Best.,,Positive,Positive
Untuk Fitur mobile tunai belum tersedia di app wondr ini y ?,,,Positive
Verivikasi wajah gagal terus padahal sudah ikuti petunjuk dilayar kurang rekomen,,Negative,
"buat apa bni pake 2 aplikasi, fungsinya juga hampir sama, kenapa tidak mengembangkan aplikasi lama aja ??? mau kehilangan nasabah apa ? saya mau bayar listrik di MB sekarang sudah tidak bisa🤦",,,Negative
Buruk proses pendaftaran.,,Negative,
Aku bru nyoba daftar tapi pas aku coba isi malah saldonya gak masuk . Bagaimana ini aplikasi wondr. Saldoku msih nol,,Positive,Negative
Sayang gk bisa tarik tunani 🥲,,,Negative
Menyusahkan nasabah!!! idenya bagus tapi kalau fitur belum sepenuhnya fungsi kenapa alih ke WONDR semua fitur BNI MBanking.. Sebelumnya saya pakai BNI Mbanking fitur mobile tunai untuk setoran tunai atm..baru² ini dialihkan WONDR begitu di WONDR gaada menu mobile tunai setoran via atm.. Tolong segera tindak lanjut.. Tidak gembar gembor promo WONDR tapi kesiapan fitur NOLL,,,Negative
"Jelek, riwayat transaksi tidak ada sisa saldo..",,,Negative
Maaf mohon tidak bisa perangkat aplikasi tolong Buka Hp Oppo CPH1701 mau daftar Wonder by BNi tolong mohon Buka Hp,,Negative,
"Verifikasi wajah selalu gagal...., cape deh...!",,Negative,
"Susah verifikasi wajah ,buang2 waktu ,pakaj yang lama saja.",,Negative,
Enakan pke BNI mobile yg lama fitur komplit praktis simple LG ...yg baru udh susah ribet lg,Negative,,
Transaksi lewat wonder sangat lambat 🥲,,,Negative
Sangat bermanfaat dengan fiture melimpah hingga memudahkan kami bertransaksi. Terima kasih,,,Positive
Aplikasi terlalu ribet terutama verifikasi wajah. Bolak balik g masuk2.,,Negative,
"Sistem Perlu Dikaji, selalu stuck di pengiriman Otp email. Minta kode otp malah g dikirim kodenya di email yg ditujukan. Bintang satu! Aplikasi g bisa dipake !",,Negative,
Sangat memyaskan.... Tapi minta tolong untuk Wondr ada fitur mobile tunai. Terimakasih...,,,Positive
Kenapa buat cetak rekening koran nya tidak tersedia ya. Atau download transaksi seperti m-banking bni sebelum nya,,,Positive
"Pasword apal diluar kepala dan berkali² dipakai pun gak masalah, tiba² pasword dinyatakan salah dan diminta bikin pasword baru. Setelah jadi, lancar, tapi pas keluar aplikasi, 1 jam kemudian coba login lagi, pasword dinyatakan salah dan diminta buat pasword baru, sekelas bni kok apl nya gini amat, padahal pasword ke 2 dan ke 3 saya tulis si kertas dan saya save otomatis, terakhir malah disuruh nunggu besok, padahal lagi urgent, buat apa bikin apl kalo cm nyusahin orang.",,Negative,
Pas mau masukin kode OTP untuk verifikasi email selalu invalid padahal udh bener kodenya,,Negative,
"Aplikasi ga bisa dipake eror mulu, Sudah selesai verifikasi wajah malah muncul notif ada kendala pada sistem kami terus.",,Negative,
"Tolong fitur tarik tunai nya dipercepat dikembangin di wondr jgn pakai kode otp dari SMS lagi, coba dari aplikasi saja kodenya, yang cepat kaya punya Livin mandiri belajar dari BUMN lain terimkasih",,Negative,Negative
"bikin ga bisa transaksi aja ni aplikasi , klo buat seriusin dong , ini gimana caranya buat akunnya saya udah terdesak gini masih aja disuruh ngasi informasi terupdate.... buang waktu",,Negative,Negative
Kenapa selalu kendala klo mau msuk akunya dan skrang akun sya gk bisa diaktifkan biometriknya.,,Negative,
"Aplikasi sudah ok,cuma belum ada menu kayak mutasi,potongan biaya admin kartu. Kok belum nemu. Gak kayak bni mobile ajaj.",,,Negative
"Apknya bagus, cuma kapan ada menu stortarik tunainya woy",,,Positive
"KEKURANGAN : - catatan biaya rekening, biaya kartu - Riwayat saldo akhir - Fitur BNI call / Custumer Service - Fitur Hapus rekening",,,Negative
"Gimana aplikasi ini mau login trs transaksi di blg pin salah di suruh verifikasi okelah di turuti. Pas mau login Lg malah pasword salah di pinta Lg verifikasi . Sdh 2 hari bgini trs,pdhl kita hfl diluar kepala pasword & pin tp tetep salah. Mau ny apa sih?",,Negative,Negative
"aplikasi gakjelas,saya mau transfer gagal dan di email sudah tertulis dana dikembalikan namun saya cek di aplikasi dana saya tetap berkurang.Mohon pencerahannya 🙏saya sebagai nasabah baru cukup kecewa dengan kendala yang sangat tidak jelas ini.Padahal kebutuhan sedang mendesak sekali dan aplikasi malah error tidak jelas.Sungguh mengecewakan .SAYA SUDAH CHAT CS NAMUN TIDAK DI BALAS SAMPAI SKRG!",,Negative,Negative
Dari beberapa ulasan semuanya masalah kendala teknis login dan verifikasi. Tapi kenapa solusi dari pihak aplikasi hanya menyarankan kualitas internet stabil. Kita memakai di beberapa daerah dg jaringan internet yg berbeda². Kenapa engga dari pihak aplikasinya memperbaiki kualitasnya,,Negative,
