content,content_stemmed,content_list,aspect_tokens,Tampilan,Authentikasi,Transaksi,aspects
"Woow keren.. lebih cepet, lebih simpel, sat set wat wet pokoknya.. mantap","[wow, keren, lebih, cepat, lebih, simpel, sat, set, wat, wet, pokok, mantap]","['wow', 'keren', 'lebih', 'cepat', 'lebih', 'simpel', 'sat', 'set', 'wat', 'wet', 'pokok', 'mantap']","{'Tampilan': ['keren', 'simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Keren pol,"[keren, pol]","['keren', 'pol']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Tampilannya menarik dan gak ribet... Terus sistem keamanannya juga bagus bgt, berlapis...","[tampilan, menarik, tidak, rumit, sistem, aman, bagus, banget, lap]","['tampilan', 'menarik', 'tidak', 'rumit', 'sistem', 'aman', 'bagus', 'banget', 'lap']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"sngat memudahkan untuk bayar bayar, tampilan lebih keren dri yg lama","[sangat, mudah, bayar, bayar, tampilan, lebih, keren, lama]","['sangat', 'mudah', 'bayar', 'bayar', 'tampilan', 'lebih', 'keren', 'lama']","{'Tampilan': ['tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': ['bayar', 'bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
Trx jadi lbh cepat dan fitur lbh lengkap,"[transaksi, lebih, cepat, fitur, lebih, lengkap]","['transaksi', 'lebih', 'cepat', 'fitur', 'lebih', 'lengkap']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Lebih mudah dah cepat untuk transaksi,"[lebih, mudah, cepat, transaksi]","['lebih', 'mudah', 'cepat', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Wondr memang mantap , transaksi jadi mudah dan prakris","[mantap, transaksi, mudah, prakris]","['mantap', 'transaksi', 'mudah', 'prakris']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Lebih mudah untuk transaksi dan modern,"[lebih, mudah, transaksi, modern]","['lebih', 'mudah', 'transaksi', 'modern']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Utk aplikasi wondr ini utk scan QRIS nya lebih peka. Jd nyaman sekali kalo kita gunakan pd saat kita melakukan pembayaran.,"[scan, qris, lebih, peka, nyaman, bayar]","['scan', 'qris', 'lebih', 'peka', 'nyaman', 'bayar']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['scan', 'bayar']}",NA,NA,Positive,Transaksi
Kereeennn dong Wondr by BNI lebih mudah dan simple,"[kereeennn, lebih, mudah, simpel]","['kereeennn', 'lebih', 'mudah', 'simpel']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Aplikasi nya sangat modern, karena dapat dengan mudah dan cepat digunakan untuk transaksi. Selain itu banyak fitur² baru yg cuma ada di app wondr seperti transfer grup dan monitor balance uang keluar masuk.","[sangat, modern, mudah, cepat, transaksi, fitur, transfer, grup, monitor, balance, uang, masuk]","['sangat', 'modern', 'mudah', 'cepat', 'transaksi', 'fitur', 'transfer', 'grup', 'monitor', 'balance', 'uang', 'masuk']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'transfer', 'uang']}",NA,NA,Positive,Transaksi
"Aplikasi sangat flexible, menarik & memudahkan dalam bertransaksi","[sangat, flexible, menarik, mudah, transaksi]","['sangat', 'flexible', 'menarik', 'mudah', 'transaksi']","{'Tampilan': ['menarik'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Tampilan menarik dan user friiendly,"[tampilan, menarik, user, friiendly]","['tampilan', 'menarik', 'user', 'friiendly']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Aplikasi yang Hebat untuk transaksi perbankan,"[hebat, transaksi, perban]","['hebat', 'transaksi', 'perban']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
sayang banget sama wondr ku 🥰🥰🥰🥰🥰 gampang dan semakin cepat untuk transaksi,"[sayang, banget, ku, gampang, cepat, transaksi]","['sayang', 'banget', 'ku', 'gampang', 'cepat', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Keren polllll,"[keren, polllll]","['keren', 'polllll']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Aplikasi nya keren ,mudah","[keren, mudah]","['keren', 'mudah']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Proses lebih cepat, terutama pembayaran dengan qris. Mantap. Semoga segera dilengkapi fiturnya seperti mbanking sebelumnya biar semakin keren","[proses, lebih, cepat, bayar, qris, mantap, moga, lengkap, fiturnya, m, keren]","['proses', 'lebih', 'cepat', 'bayar', 'qris', 'mantap', 'moga', 'lengkap', 'fiturnya', 'm', 'keren']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Bayar QRIS di Wondr cepet banget, dan tampilannya kece, warnanya lucuu","[bayar, qris, cepat, banget, tampilan, kece, warna, lucu]","['bayar', 'qris', 'cepat', 'banget', 'tampilan', 'kece', 'warna', 'lucu']","{'Tampilan': ['tampilan', 'warna'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Wah keren, lebih cepat, lebih mudah, dan tampilan begitu keren..","[keren, lebih, cepat, lebih, mudah, tampilan, keren]","['keren', 'lebih', 'cepat', 'lebih', 'mudah', 'tampilan', 'keren']","{'Tampilan': ['keren', 'tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"wondr by BNI kereen, mudah digunakan, lengkap...ayo teman-teman mari kita pake Wondr","[keren, mudah, lengkap, ayo, teman, teman, mari, pakai]","['keren', 'mudah', 'lengkap', 'ayo', 'teman', 'teman', 'mari', 'pakai']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Transaksi lebih mudah dan tampilan colorfull,"[transaksi, lebih, mudah, tampilan, colorful]","['transaksi', 'lebih', 'mudah', 'tampilan', 'colorful']","{'Tampilan': ['tampilan', 'colorful'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Loadingnya cpt banget..dan ga ribet, tinggal masukin password pembayaran aja..😍","[loadingnya, cepat, banget, tidak, rumit, tinggal, pasuk, password, bayar]","['loadingnya', 'cepat', 'banget', 'tidak', 'rumit', 'tinggal', 'pasuk', 'password', 'bayar']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
New Aplikasi yang mempermudah kecepatan transaksi dengan QRIS. Warna nya bagus dan menu²nya lebih mudah.. Trimakasih BNI,"[new, mudah, cepat, transaksi, qris, warna, bagus, menu, lebih, mudah, terima, kasih]","['new', 'mudah', 'cepat', 'transaksi', 'qris', 'warna', 'bagus', 'menu', 'lebih', 'mudah', 'terima', 'kasih']","{'Tampilan': ['warna'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Transakasi keuangan jadi lebih simpel dan mudah, ndak pakek ribet dan pastinya nda pakek nanti","[transaksi, uang, lebih, simpel, mudah, tidak, pakai, rumit, pasti, indak, pakai]","['transaksi', 'uang', 'lebih', 'simpel', 'mudah', 'tidak', 'pakai', 'rumit', 'pasti', 'indak', 'pakai']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi', 'uang']}",Positive,NA,Positive,"Tampilan, Transaksi"
lebih bagus tampilannya dan sangat mudah digunakan,"[lebih, bagus, tampilan, sangat, mudah]","['lebih', 'bagus', 'tampilan', 'sangat', 'mudah']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Super apps yg keren,"[super, apps, keren]","['super', 'apps', 'keren']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Saya mau beralih dari bni mobile banking ke aplikasi wondr by BNI ini perkiraan awal saya di aplikasi baru tinggal masukin user & MPIN saja di aplikasi baru nya, Tetapi malah verifikasi data diri lagi, apalagi pada saat verifikasi wajah saya sdh ke 3 kalinya ini verifikasi wajah dan ngak pernah berhasil.","[alih, kira, tinggal, pasuk, user, mpin, verifikasi, data, verifikasi, wajah, kali, verifikasi, wajah, tidak, hasil]","['alih', 'kira', 'tinggal', 'pasuk', 'user', 'mpin', 'verifikasi', 'data', 'verifikasi', 'wajah', 'kali', 'verifikasi', 'wajah', 'tidak', 'hasil']","{'Tampilan': [], 'Authentikasi': ['verifikasi', 'verifikasi', 'wajah', 'verifikasi', 'wajah'], 'Transaksi': []}",NA,Negative,NA,Authentikasi
"Lebih memudahkan dalam bertransaksi, serasa Bank dalam Genggaman.","[lebih, mudah, transaksi, serasa, bank, genggam]","['lebih', 'mudah', 'transaksi', 'serasa', 'bank', 'genggam']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Dg aplikasi baru wondr jauh lebih baik dari bni mobilebanking dan fitur2 nya lebih komunikatif dan lengkap. Sangat membantu utk semua transaksi.,"[lebih, baik, mobilebanking, fitur, lebih, komunikatif, lengkap, sangat, bantu, transaksi]","['lebih', 'baik', 'mobilebanking', 'fitur', 'lebih', 'komunikatif', 'lengkap', 'sangat', 'bantu', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Simple saat transaksi qris,"[simpel, transaksi, qris]","['simpel', 'transaksi', 'qris']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Tidak bisa registrasi karena saat deteksi wajah selalu gagal, padahal sudah mengikuti instruksi di layar. Lebih cepat di BNI mobile banking.","[tidak, registrasi, deteksi, wajah, gagal, ikut, instruksi, layar, lebih, cepat]","['tidak', 'registrasi', 'deteksi', 'wajah', 'gagal', 'ikut', 'instruksi', 'layar', 'lebih', 'cepat']","{'Tampilan': [], 'Authentikasi': ['wajah'], 'Transaksi': []}",NA,Positive,NA,Authentikasi
Pake wonder mudah dan paraktis di setiap transaksi,"[pakai, mudah, paraktis, transaksi]","['pakai', 'mudah', 'paraktis', 'transaksi']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Bayar QRIS dan transfernya cepat banget , Top lah Wondr","[bayar, qris, transfer, cepat, banget, top]","['bayar', 'qris', 'transfer', 'cepat', 'banget', 'top']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar', 'transfer']}",NA,NA,Positive,Transaksi
"Bayar QRIS di Wondr cepat banget, Cuma 3 Step aja langsung slesay...","[bayar, qris, cepat, banget, step, langsung, slesay]","['bayar', 'qris', 'cepat', 'banget', 'step', 'langsung', 'slesay']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
Pembayaran pakai QRIS lebih cepat dan efisien,"[bayar, pakai, qris, lebih, cepat, efisien]","['bayar', 'pakai', 'qris', 'lebih', 'cepat', 'efisien']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
Super app yang ok banget. Sangat memudahkan untuk transaksi dan monitoring keuangan.,"[super, oke, banget, sangat, mudah, transaksi, monitoring, uang]","['super', 'oke', 'banget', 'sangat', 'mudah', 'transaksi', 'monitoring', 'uang']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi', 'uang']}",NA,NA,Positive,Transaksi
"Suwe sdh klarifikasi lewat imel dapat kode OTP mna kaga mau masuk pdhl nomer yg di kirim 6 digit sdh sy ketik , berak sekebon merekpek lah aplikasi nyh","[suwe, klarifikasi, imel, kode, otp, tidak, masuk, nomer, kirim, digit, ketik, berak, kebon, merekpek, nyh]","['suwe', 'klarifikasi', 'imel', 'kode', 'otp', 'tidak', 'masuk', 'nomer', 'kirim', 'digit', 'ketik', 'berak', 'kebon', 'merekpek', 'nyh']","{'Tampilan': [], 'Authentikasi': ['kode'], 'Transaksi': []}",NA,Positive,NA,Authentikasi
"Bayar QRIS diwondr cepet banget,cuman 3 step selesai","[bayar, qris, diwondr, cepat, banget, step, selesai]","['bayar', 'qris', 'diwondr', 'cepat', 'banget', 'step', 'selesai']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Negative,Transaksi
verifikasi email gagal ters,"[verifikasi, email, gagal, ters]","['verifikasi', 'email', 'gagal', 'ters']","{'Tampilan': [], 'Authentikasi': ['verifikasi', 'email'], 'Transaksi': []}",NA,Positive,NA,Authentikasi
Bayar listrik di bni wonder gampang dan cepet banget,"[bayar, listrik, gampang, cepat, banget]","['bayar', 'listrik', 'gampang', 'cepat', 'banget']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
aplikasinya bagus dan bayar pake QRIS jadi cepet banget.,"[bagus, bayar, pakai, qris, cepat, banget]","['bagus', 'bayar', 'pakai', 'qris', 'cepat', 'banget']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
1. Bayar qris di wondr cepet banget. Cuma tiga Step selesai. 2. Top up e wallet cepet,"[bayar, qris, cepat, banget, step, selesai, top, up, e, wallet, cepat]","['bayar', 'qris', 'cepat', 'banget', 'step', 'selesai', 'top', 'up', 'e', 'wallet', 'cepat']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
Pake QRIS Wondr BNI bisa transaksi di banyak merchant dgn akses cepat sekali klik 👍,"[pakai, qris, transaksi, merchant, akses, cepat, klik]","['pakai', 'qris', 'transaksi', 'merchant', 'akses', 'cepat', 'klik']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Dengan Wondr transaksi lebih mudah dibandingkan app sebelumnya, dan aplikasi yang lebih menarik, sukses terus utk wondr BNI","[transaksi, lebih, mudah, banding, lebih, menarik, sukses]","['transaksi', 'lebih', 'mudah', 'banding', 'lebih', 'menarik', 'sukses']","{'Tampilan': ['menarik'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Bayar qris mudah, trf cepat, mengisi ewallet mudah.","[bayar, qris, mudah, transfer, cepat, isi, ewallet, mudah]","['bayar', 'qris', 'mudah', 'transfer', 'cepat', 'isi', 'ewallet', 'mudah']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar', 'transfer']}",NA,NA,Positive,Transaksi
"Tampilan nya makin keren, bayar makin mudah pake wondr","[tampilan, keren, bayar, mudah, pakai]","['tampilan', 'keren', 'bayar', 'mudah', 'pakai']","{'Tampilan': ['tampilan', 'keren'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
"mantap sekarang lebih mudah menggunakannya aplikasinya,fitur lebih lengkap dan simple.","[mantap, lebih, mudah, guna, fitur, lebih, lengkap, simpel]","['mantap', 'lebih', 'mudah', 'guna', 'fitur', 'lebih', 'lengkap', 'simpel']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Mantap, dengan wondr by BNI semua transaksi Jd mudah dan cepat. Gaass,gasss wondr","[mantap, transaksi, mudah, cepat, gaass, gasss]","['mantap', 'transaksi', 'mudah', 'cepat', 'gaass', 'gasss']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Pengalam Baru dalam bertransaksi Digital Banking, dengan tampilan yang lebih eye catching, proses transaksi yang lebih cepat.....Bravo BNI","[alam, transaksi, digital, tampilan, lebih, eye, catching, proses, transaksi, lebih, cepat, bravo]","['alam', 'transaksi', 'digital', 'tampilan', 'lebih', 'eye', 'catching', 'proses', 'transaksi', 'lebih', 'cepat', 'bravo']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': ['transaksi', 'transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Tampilan aplikasinya menarik dan bertransaksi jadi lebih cepat Mantap.....,"[tampilan, menarik, transaksi, lebih, cepat, mantap]","['tampilan', 'menarik', 'transaksi', 'lebih', 'cepat', 'mantap']","{'Tampilan': ['tampilan', 'menarik'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
transaksi mudah dan cepat ....,"[transaksi, mudah, cepat]","['transaksi', 'mudah', 'cepat']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
Bagus. Aplikasinya lebih mudah di gunakan dengan tampilan yang menarik. Keren,"[bagus, lebih, mudah, tampilan, menarik, keren]","['bagus', 'lebih', 'mudah', 'tampilan', 'menarik', 'keren']","{'Tampilan': ['tampilan', 'menarik', 'keren'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Bertransaksi dengan Qris Wondr lebih cepat serta banyak promo yang menarik,"[transaksi, qris, lebih, cepat, promo, menarik]","['transaksi', 'qris', 'lebih', 'cepat', 'promo', 'menarik']","{'Tampilan': ['menarik'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Transaksi lebih cepat dan efisien,"[transaksi, lebih, cepat, efisien]","['transaksi', 'lebih', 'cepat', 'efisien']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['transaksi']}",NA,NA,Positive,Transaksi
"Tampilan nya gagah coy, bikin mudah","[tampilan, gagah, coy, mudah]","['tampilan', 'gagah', 'coy', 'mudah']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
Kemarin bayar PLN di wondercepat bangat,"[kemarin, bayar, pln, wondercepat, banget]","['kemarin', 'bayar', 'pln', 'wondercepat', 'banget']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
"Aplikasinya bagus tampilannya menarik lebih simpel, ada fitur fitur baru juga. Ada akses cepat utk e wallet jadi makin praktis utk bertransaksi.","[bagus, tampilan, menarik, lebih, simpel, fitur, fitur, akses, cepat, e, wallet, praktis, transaksi]","['bagus', 'tampilan', 'menarik', 'lebih', 'simpel', 'fitur', 'fitur', 'akses', 'cepat', 'e', 'wallet', 'praktis', 'transaksi']","{'Tampilan': ['tampilan', 'menarik', 'simpel'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
Lebih mudah simple dan cepat,"[lebih, mudah, simpel, cepat]","['lebih', 'mudah', 'simpel', 'cepat']","{'Tampilan': ['simpel'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Bayar menggunakan QRIS di WONDR mudah, gampang dan cepet bangeett buat transaksi lebih menyenangkan😊","[bayar, qris, mudah, gampang, cepat, banget, transaksi, lebih, senang]","['bayar', 'qris', 'mudah', 'gampang', 'cepat', 'banget', 'transaksi', 'lebih', 'senang']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar', 'transaksi']}",NA,NA,Positive,Transaksi
"Tampilannya bagus, good BNI terus berinovasi jadi lebih baik yaa.... Terimakasih....","[tampilan, bagus, good, inovasi, lebih, baik, terimakasih]","['tampilan', 'bagus', 'good', 'inovasi', 'lebih', 'baik', 'terimakasih']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
"Transaksi cepat,mudah,desain menarik,banyak promo","[transaksi, cepat, mudah, desain, menarik, promo]","['transaksi', 'cepat', 'mudah', 'desain', 'menarik', 'promo']","{'Tampilan': ['desain', 'menarik'], 'Authentikasi': [], 'Transaksi': ['transaksi']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Bayar2 pakai QRIS wondr cepet banget cuma 3 step selesai,","[bayar, pakai, qris, cepat, banget, step, selesai]","['bayar', 'pakai', 'qris', 'cepat', 'banget', 'step', 'selesai']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Positive,Transaksi
"keren praktis tnp perlu ATM utk jelajah pembayaran,pembelian dsbnya makin maju sukses utk wondr","[keren, praktis, tanpa, atm, jelajah, bayar, beli, dsbnya, maju, sukses]","['keren', 'praktis', 'tanpa', 'atm', 'jelajah', 'bayar', 'beli', 'dsbnya', 'maju', 'sukses']","{'Tampilan': ['keren'], 'Authentikasi': [], 'Transaksi': ['bayar']}",Positive,NA,Positive,"Tampilan, Transaksi"
"Bayar Qris di Wondr Cepet banget,cuma 3 step selesai.","[bayar, qris, cepat, banget, step, selesai]","['bayar', 'qris', 'cepat', 'banget', 'step', 'selesai']","{'Tampilan': [], 'Authentikasi': [], 'Transaksi': ['bayar']}",NA,NA,Negative,Transaksi
"tampilan aplikasinya lucu bangett, aku sukaaa","[tampilan, lucu, banget, suka]","['tampilan', 'lucu', 'banget', 'suka']","{'Tampilan': ['tampilan'], 'Authentikasi': [], 'Transaksi': []}",Positive,NA,NA,Tampilan
